,Age,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk,Gender_Female,Gender_Male,Gender_Non-binary,Gender_Prefer not to say,Country_Australia,Country_Brazil,Country_Canada,Country_Germany,Country_India,Country_UK,Country_USA,Department_Engineering,Department_HR,Department_IT,Department_Marketing,Department_Sales,Department_Support,JobRole_Customer Support,JobRole_Data Scientist,JobRole_HR Specialist,JobRole_IT Admin,JobRole_Marketing Manager,JobRole_Project Manager,JobRole_Sales Associate,JobRole_Software Engineer
0,0.8387546083177506,0.6719121267250151,0.30942762652554406,1,-0.8004126985836861,-0.0806109354301642,1.446651949957354,-0.47222543835881303,0.3295450949036951,0.9909877683746628,1.5025098077973116,1,-0.8548409987002148,2,1.1658926786053592,2,1.2487407129433594,-1.4148115522155078,1.3864356896475174,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.41739108799109187,-1.6136842362707164,1.674795929881613,2,0.7495702310934899,-1.3718244453042652,0.10932277536745974,-0.6418499070310719,0.4668134676241428,1.3285305381455628,-1.5946801728020614,2,-0.337886266482502,2,-0.1133046117128521,4,-1.0092430665792658,1.3257071103409601,1.1257889380640738,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,-1.0722462793563712,0.5233935710113548,1.674795929881613,2,0.6462230810537357,0.6935430581640859,0.12802303497957748,1.2224050422473558,-0.9258725336993269,1.538871051859071,0.5097642979058751,1,-0.6513322773543906,1,0.5496863057045421,4,0.7264786187220462,-1.3221050637236713,0.9472830139250494,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.1286326869232289,0.8180304780693787,-1.6187339312920688,3,-0.4633766083626787,-0.5976192672482902,0.38591949368617556,-0.2631379629241116,1.4843097845848992,0.3181057353095788,-0.35952236728337,2,-0.298221273159902,2,1.460731039243062,3,-1.7167470243586311,-0.9760930392519488,1.2812578095172906,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,-0.05197893361875457,-0.6080272203392542,-1.2454845892161428,3,1.0606397777460193,-1.2135425070184094,-0.7755768767499621,-1.3375229189954012,-1.641690918646297,-0.5506472277598199,0.06483397648386538,2,0.09082103480828056,2,0.5496863057045421,1,-1.78956883348057,-0.43242638255591703,1.274222613630066,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.30794848591874124,-1.174736452388883,1.5631221863219091,2,-0.9079155205837779,-0.1772596347910785,-0.3521764992456861,-1.828909768202798,1.3497932703481765,-0.5875025050918103,-0.999442830212836,2,-1.1152237314074656,1,0.5496863057045421,2,-0.08303048691872376,0.9030000784203287,-0.4265406844896564,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,-0.7889810389345617,1.1037841167228146,-1.744590216382807,2,-0.07881336171338034,1.5406746377182345,0.23203912469238003,0.7738000718376388,-0.4330857768300716,-0.3692078242334248,0.17250552609333836,1,-0.28241741995167563,2,1.460731039243062,5,0.5966933570265391,-0.8943960661317518,1.5810713468621964,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,-0.7889810389345617,-0.9769874007170688,-0.6363981787217908,1,-0.04018402714567086,-0.2201735862184353,1.4499519952589135,0.7491644255203935,0.7401653011450401,0.4168740042211815,0.5601228954432724,2,-0.31009733726925376,1,-0.4694436684031185,4,-1.2443787303415612,-0.1448605558924509,0.737598854502364,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.39714142440193995,-0.7887340559609772,0.5410802305981347,2,-0.5082208532419585,-0.4466298656225135,0.5230647814047994,-0.23590446890531971,0.5352975386554258,0.015533553533293274,1.3904143771082849,1,-0.6764034428146275,1,-0.4694436684031185,4,0.929818941822285,-1.716204224569178,-0.42254058852131,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1.4459804434460244,-0.6080272203392542,1.674795929881613,2,1.503604676532008,-0.10369721674014432,-0.5323458154571491,-1.3284394070236853,-1.2104129790659437,0.5470904743996509,-0.44908270357960034,2,1.6342322435526422,1,-0.8490412135805454,3,-1.3002215386405986,-0.35923753484438015,-0.16572453034333368,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
